"idUsuario";"reputacao";"respostas";"perguntas";"comentariospergunta";"comentariosresposta";"comunidade"
"1_887";"113";"0";"1";"0";"1";"BIO"
"1_1387";"112";"0";"5";"3";"1";"BIO"
"1_1338";"111";"1";"0";"0";"0";"BIO"
"1_1442";"111";"0";"1";"0";"0";"BIO"
"1_1476";"111";"0";"1";"0";"0";"BIO"
"1_1483";"111";"0";"1";"2";"3";"BIO"
"1_151";"111";"1";"0";"0";"0";"BIO"
"1_1776";"111";"1";"0";"0";"0";"BIO"
"1_1783";"111";"0";"1";"0";"0";"BIO"
"1_1867";"111";"0";"1";"0";"0";"BIO"
"1_2940";"111";"0";"1";"0";"1";"BIO"
"1_2956";"111";"0";"1";"0";"1";"BIO"
"1_2995";"111";"0";"1";"0";"0";"BIO"
"1_3045";"111";"0";"1";"0";"0";"BIO"
"1_3049";"111";"0";"1";"0";"0";"BIO"
"1_3066";"111";"0";"1";"0";"0";"BIO"
"1_3140";"111";"0";"1";"0";"0";"BIO"
"1_3191";"111";"0";"1";"0";"0";"BIO"
"1_3347";"111";"0";"2";"13";"2";"BIO"
"1_3362";"111";"0";"1";"0";"0";"BIO"
"1_3366";"111";"0";"1";"1";"0";"BIO"
"1_337";"111";"1";"0";"0";"0";"BIO"
"1_3403";"111";"0";"1";"0";"0";"BIO"
"1_3433";"111";"1";"0";"0";"0";"BIO"
"1_3450";"111";"0";"1";"0";"1";"BIO"
"1_3501";"111";"0";"1";"0";"1";"BIO"
"1_3587";"111";"0";"1";"0";"0";"BIO"
"1_3635";"111";"0";"1";"0";"0";"BIO"
"1_3788";"111";"0";"1";"0";"0";"BIO"
"1_3830";"111";"0";"1";"0";"0";"BIO"
"1_3867";"111";"0";"1";"0";"0";"BIO"
"1_395";"111";"1";"0";"2";"1";"BIO"
"1_3973";"111";"1";"0";"0";"0";"BIO"
"1_3986";"111";"2";"0";"0";"3";"BIO"
"1_4015";"111";"1";"0";"0";"0";"BIO"
"1_4016";"111";"0";"1";"1";"0";"BIO"
"1_4028";"111";"0";"1";"0";"0";"BIO"
"1_411";"111";"0";"1";"0";"0";"BIO"
"1_4116";"111";"3";"0";"0";"13";"BIO"
"1_4191";"111";"0";"1";"0";"0";"BIO"
"1_4246";"111";"1";"1";"0";"0";"BIO"
"1_4419";"111";"0";"2";"1";"0";"BIO"
"1_4420";"111";"0";"1";"0";"0";"BIO"
"1_4458";"111";"0";"1";"0";"0";"BIO"
"1_4531";"111";"0";"1";"2";"1";"BIO"
"1_4592";"111";"0";"1";"0";"0";"BIO"
"1_4618";"111";"0";"1";"1";"0";"BIO"
"1_4664";"111";"0";"1";"0";"0";"BIO"
"1_4701";"111";"1";"0";"0";"2";"BIO"
"1_4750";"111";"1";"0";"0";"1";"BIO"
"1_4808";"111";"0";"2";"2";"0";"BIO"
"1_4826";"111";"1";"1";"1";"0";"BIO"
"1_4903";"111";"0";"1";"0";"0";"BIO"
"1_4934";"111";"0";"1";"1";"2";"BIO"
"1_4965";"111";"0";"1";"0";"0";"BIO"
"1_4983";"111";"0";"1";"0";"0";"BIO"
"1_5122";"111";"1";"0";"0";"0";"BIO"
"1_5337";"111";"0";"1";"2";"4";"BIO"
"1_5444";"111";"1";"0";"0";"1";"BIO"
"1_5477";"111";"0";"1";"2";"0";"BIO"
"1_5504";"111";"0";"1";"0";"0";"BIO"
"1_5642";"111";"0";"1";"1";"0";"BIO"
"1_5732";"111";"0";"1";"0";"0";"BIO"
"1_5735";"111";"0";"1";"0";"0";"BIO"
"1_5874";"111";"0";"1";"3";"6";"BIO"
"1_5924";"111";"3";"0";"0";"0";"BIO"
"1_6036";"111";"0";"1";"0";"1";"BIO"
"1_6170";"111";"1";"0";"0";"1";"BIO"
"1_793";"111";"0";"1";"1";"0";"BIO"
"1_848";"111";"1";"0";"0";"2";"BIO"
"1_905";"111";"1";"0";"0";"1";"BIO"
"1_1715";"110";"0";"2";"0";"3";"BIO"
"1_4003";"110";"0";"1";"0";"1";"BIO"
"1_6019";"110";"0";"1";"0";"1";"BIO"
"1_924";"110";"0";"1";"0";"0";"BIO"
"1_1001";"109";"1";"0";"0";"0";"BIO"
"1_355";"109";"0";"0";"0";"1";"BIO"
"1_3677";"109";"0";"1";"1";"0";"BIO"
"1_4138";"109";"0";"1";"3";"1";"BIO"
"1_5720";"109";"0";"1";"2";"0";"BIO"
"1_95";"109";"1";"4";"0";"3";"BIO"
"1_1127";"108";"0";"1";"0";"1";"BIO"
"1_1169";"108";"0";"1";"0";"5";"BIO"
"1_1594";"108";"0";"3";"0";"3";"BIO"
"1_1713";"108";"0";"1";"1";"2";"BIO"
"1_1841";"108";"0";"1";"0";"1";"BIO"
"1_1891";"108";"0";"1";"0";"2";"BIO"
"1_2961";"108";"0";"1";"0";"1";"BIO"
"1_3064";"108";"0";"1";"0";"0";"BIO"
"1_3179";"108";"0";"1";"1";"0";"BIO"
"1_3189";"108";"0";"2";"1";"2";"BIO"
"1_3363";"108";"0";"1";"0";"0";"BIO"
"1_3425";"108";"0";"1";"1";"1";"BIO"
"1_3476";"108";"0";"1";"0";"0";"BIO"
"1_3503";"108";"0";"1";"2";"0";"BIO"
"1_3683";"108";"0";"1";"0";"1";"BIO"
"1_3845";"108";"0";"1";"0";"0";"BIO"
"1_3980";"108";"0";"1";"0";"0";"BIO"
"1_3997";"108";"0";"1";"0";"0";"BIO"
"1_4019";"108";"0";"1";"0";"0";"BIO"
"1_4048";"108";"0";"1";"2";"1";"BIO"
"1_4170";"108";"0";"1";"1";"1";"BIO"
"1_4229";"108";"0";"1";"2";"0";"BIO"
"1_4259";"108";"0";"1";"0";"0";"BIO"
"1_4300";"108";"0";"1";"0";"0";"BIO"
"1_4396";"108";"0";"1";"1";"5";"BIO"
"1_4421";"108";"0";"1";"1";"0";"BIO"
"1_4943";"108";"0";"1";"0";"1";"BIO"
"1_5139";"108";"0";"1";"0";"1";"BIO"
"1_5222";"108";"0";"1";"0";"0";"BIO"
"1_5591";"108";"0";"1";"0";"0";"BIO"
"1_5661";"108";"0";"1";"0";"1";"BIO"
"1_5706";"108";"0";"1";"1";"0";"BIO"
"1_5823";"108";"0";"1";"0";"0";"BIO"
"1_5944";"108";"0";"1";"0";"0";"BIO"
"1_5945";"108";"0";"1";"0";"0";"BIO"
"1_6050";"108";"0";"1";"0";"0";"BIO"
"1_6088";"108";"0";"1";"0";"0";"BIO"
"1_6125";"108";"0";"1";"0";"3";"BIO"
"1_6268";"108";"0";"2";"1";"4";"BIO"
"1_779";"108";"0";"1";"1";"0";"BIO"
"1_789";"108";"0";"1";"0";"0";"BIO"
"1_889";"108";"1";"1";"1";"1";"BIO"
"1_5925";"107";"0";"2";"0";"2";"BIO"
"1_1058";"106";"0";"1";"1";"0";"BIO"
"1_1128";"106";"1";"2";"0";"2";"BIO"
"1_2927";"106";"0";"1";"0";"0";"BIO"
"1_3035";"106";"1";"1";"0";"1";"BIO"
"1_3046";"106";"0";"1";"0";"0";"BIO"
"1_3077";"106";"0";"1";"1";"0";"BIO"
"1_3218";"106";"0";"1";"2";"0";"BIO"
"1_3253";"106";"0";"1";"0";"0";"BIO"
"1_3271";"106";"1";"1";"0";"0";"BIO"
"1_3280";"106";"2";"7";"3";"1";"BIO"
"1_3385";"106";"0";"1";"0";"0";"BIO"
"1_345";"106";"0";"1";"0";"0";"BIO"
"1_3511";"106";"0";"1";"0";"0";"BIO"
"1_3557";"106";"1";"1";"0";"0";"BIO"
"1_3664";"106";"0";"1";"5";"0";"BIO"
"1_3784";"106";"0";"1";"0";"0";"BIO"
"1_3793";"106";"0";"1";"0";"2";"BIO"
"1_3872";"106";"0";"1";"0";"0";"BIO"
"1_3937";"106";"0";"1";"0";"0";"BIO"
"1_3963";"106";"0";"1";"0";"0";"BIO"
"1_3982";"106";"0";"1";"1";"0";"BIO"
"1_4022";"106";"0";"1";"0";"1";"BIO"
"1_4188";"106";"0";"1";"0";"0";"BIO"
"1_4258";"106";"0";"1";"1";"0";"BIO"
"1_4319";"106";"0";"1";"1";"0";"BIO"
"1_4447";"106";"0";"3";"1";"1";"BIO"
"1_4526";"106";"0";"1";"0";"0";"BIO"
"1_4698";"106";"0";"1";"1";"0";"BIO"
"1_4779";"106";"0";"1";"0";"0";"BIO"
"1_4811";"106";"0";"1";"2";"4";"BIO"
"1_4918";"106";"0";"1";"0";"0";"BIO"
"1_4954";"106";"0";"1";"0";"0";"BIO"
"1_5083";"106";"0";"1";"1";"0";"BIO"
"1_5199";"106";"0";"1";"0";"0";"BIO"
"1_5260";"106";"0";"1";"0";"0";"BIO"
"1_5262";"106";"0";"1";"1";"0";"BIO"
"1_5350";"106";"0";"1";"0";"0";"BIO"
"1_5415";"106";"0";"1";"1";"0";"BIO"
"1_5534";"106";"0";"1";"1";"1";"BIO"
"1_5640";"106";"0";"1";"1";"0";"BIO"
"1_5891";"106";"0";"1";"0";"0";"BIO"
"1_5978";"106";"0";"1";"1";"0";"BIO"
"1_6073";"106";"0";"1";"0";"0";"BIO"
"1_6096";"106";"0";"2";"2";"1";"BIO"
"1_6130";"106";"0";"1";"0";"0";"BIO"
"1_6142";"106";"0";"1";"0";"1";"BIO"
"1_6196";"106";"0";"1";"0";"0";"BIO"
"1_6197";"106";"0";"1";"0";"0";"BIO"
"1_6257";"106";"0";"1";"0";"0";"BIO"
"1_6258";"106";"0";"1";"1";"1";"BIO"
"1_843";"106";"0";"1";"2";"6";"BIO"
"1_858";"106";"0";"1";"0";"0";"BIO"
"1_1795";"105";"1";"1";"0";"1";"BIO"
"1_3042";"105";"1";"2";"1";"5";"BIO"
"1_3530";"104";"0";"2";"1";"0";"BIO"
"1_4608";"104";"0";"1";"0";"1";"BIO"
"1_4947";"104";"2";"7";"14";"5";"BIO"
"1_4952";"104";"0";"1";"1";"1";"BIO"
"1_5162";"104";"0";"2";"0";"0";"BIO"
"1_5825";"104";"1";"5";"3";"2";"BIO"
"1_1043";"103";"0";"0";"1";"0";"BIO"
"1_1123";"103";"0";"1";"1";"1";"BIO"
"1_1174";"103";"0";"0";"2";"0";"BIO"
"1_1270";"103";"0";"0";"1";"0";"BIO"
"1_1395";"103";"0";"1";"0";"0";"BIO"
"1_2989";"103";"0";"0";"1";"0";"BIO"
"1_3725";"103";"0";"1";"0";"1";"BIO"
"1_3778";"103";"0";"1";"0";"1";"BIO"
"1_4328";"103";"0";"1";"1";"1";"BIO"
"1_5290";"103";"0";"1";"0";"2";"BIO"
"1_5604";"103";"0";"1";"0";"0";"BIO"
"1_5632";"103";"0";"1";"0";"0";"BIO"
"1_6062";"103";"0";"1";"0";"1";"BIO"
"1_915";"103";"0";"0";"2";"1";"BIO"
"1_1019";"101";"0";"0";"1";"4";"BIO"
"1_1059";"101";"0";"0";"1";"0";"BIO"
"1_106";"101";"0";"0";"2";"0";"BIO"
"1_1105";"101";"0";"0";"1";"0";"BIO"
"1_111";"101";"0";"0";"1";"0";"BIO"
"1_1129";"101";"0";"0";"1";"0";"BIO"
"1_1151";"101";"0";"0";"0";"1";"BIO"
"1_1201";"101";"0";"0";"3";"0";"BIO"
"1_1290";"101";"0";"0";"1";"0";"BIO"
"1_1302";"101";"0";"0";"1";"1";"BIO"
"1_1304";"101";"1";"1";"0";"1";"BIO"
"1_1383";"101";"0";"0";"0";"1";"BIO"
"1_1394";"101";"0";"0";"0";"1";"BIO"
"1_1423";"101";"0";"0";"1";"0";"BIO"
"1_1501";"101";"1";"0";"0";"0";"BIO"
"1_1528";"101";"0";"0";"0";"1";"BIO"
"1_1558";"101";"0";"0";"2";"0";"BIO"
"1_1560";"101";"0";"0";"0";"1";"BIO"
"1_1629";"101";"0";"0";"1";"0";"BIO"
"1_1665";"101";"0";"0";"1";"0";"BIO"
"1_1686";"101";"0";"0";"0";"1";"BIO"
"1_171";"101";"0";"0";"1";"0";"BIO"
"1_1738";"101";"0";"0";"0";"1";"BIO"
"1_1794";"101";"0";"0";"0";"1";"BIO"
"1_1818";"101";"0";"0";"1";"0";"BIO"
"1_1860";"101";"0";"0";"3";"0";"BIO"
"1_249";"101";"0";"0";"1";"2";"BIO"
"1_294";"101";"0";"0";"1";"0";"BIO"
"1_2949";"101";"0";"0";"1";"0";"BIO"
"1_2972";"101";"0";"0";"0";"1";"BIO"
"1_298";"101";"0";"0";"6";"4";"BIO"
"1_3103";"101";"0";"0";"0";"2";"BIO"
"1_3114";"101";"0";"0";"0";"1";"BIO"
"1_3162";"101";"0";"0";"1";"0";"BIO"
"1_325";"101";"0";"1";"0";"0";"BIO"
"1_3284";"101";"1";"0";"0";"1";"BIO"
"1_3294";"101";"0";"1";"3";"0";"BIO"
"1_3299";"101";"0";"0";"0";"1";"BIO"
"1_3311";"101";"0";"0";"1";"0";"BIO"
"1_3318";"101";"0";"1";"1";"0";"BIO"
"1_3324";"101";"1";"0";"0";"0";"BIO"
"1_336";"101";"0";"0";"1";"0";"BIO"
"1_3475";"101";"0";"1";"1";"0";"BIO"
"1_3506";"101";"0";"0";"1";"0";"BIO"
"1_3592";"101";"0";"1";"0";"0";"BIO"
"1_3608";"101";"0";"0";"2";"0";"BIO"
"1_3619";"101";"3";"3";"0";"1";"BIO"
"1_3651";"101";"0";"0";"0";"2";"BIO"
"1_367";"101";"0";"1";"0";"0";"BIO"
"1_3681";"101";"0";"0";"0";"1";"BIO"
"1_370";"101";"0";"0";"1";"0";"BIO"
"1_3702";"101";"0";"0";"0";"1";"BIO"
"1_3724";"101";"0";"0";"0";"1";"BIO"
"1_374";"101";"0";"0";"1";"0";"BIO"
"1_3857";"101";"0";"0";"1";"0";"BIO"
"1_387";"101";"0";"0";"0";"1";"BIO"
"1_3898";"101";"0";"0";"1";"0";"BIO"
"1_3905";"101";"0";"0";"0";"1";"BIO"
"1_3943";"101";"0";"0";"0";"1";"BIO"
"1_3969";"101";"0";"0";"1";"0";"BIO"
"1_4012";"101";"0";"1";"1";"0";"BIO"
"1_4046";"101";"0";"0";"0";"1";"BIO"
"1_4049";"101";"0";"0";"1";"0";"BIO"
"1_4059";"101";"1";"0";"0";"0";"BIO"
"1_4061";"101";"0";"0";"1";"0";"BIO"
"1_4066";"101";"0";"1";"0";"0";"BIO"
"1_409";"101";"0";"0";"1";"0";"BIO"
"1_4112";"101";"0";"0";"0";"1";"BIO"
"1_4154";"101";"0";"0";"0";"1";"BIO"
"1_4160";"101";"0";"1";"0";"2";"BIO"
"1_4203";"101";"0";"1";"0";"0";"BIO"
"1_422";"101";"0";"0";"1";"0";"BIO"
"1_4235";"101";"0";"1";"0";"0";"BIO"
"1_4264";"101";"0";"0";"2";"0";"BIO"
"1_4316";"101";"0";"0";"0";"1";"BIO"
"1_4335";"101";"1";"0";"0";"1";"BIO"
"1_4388";"101";"0";"1";"1";"2";"BIO"
"1_4422";"101";"5";"4";"6";"1";"BIO"
"1_4466";"101";"0";"1";"0";"0";"BIO"
"1_447";"101";"0";"0";"2";"0";"BIO"
"1_4508";"101";"0";"1";"0";"1";"BIO"
"1_4535";"101";"1";"0";"0";"0";"BIO"
"1_456";"101";"0";"0";"1";"0";"BIO"
"1_461";"101";"0";"0";"4";"0";"BIO"
"1_4641";"101";"0";"1";"3";"0";"BIO"
"1_471";"101";"0";"0";"6";"0";"BIO"
"1_4744";"101";"0";"0";"0";"4";"BIO"
"1_4776";"101";"0";"0";"2";"0";"BIO"
"1_4804";"101";"0";"0";"1";"0";"BIO"
"1_4945";"101";"0";"1";"0";"1";"BIO"
"1_4981";"101";"0";"1";"1";"2";"BIO"
"1_506";"101";"0";"0";"0";"1";"BIO"
"1_507";"101";"0";"0";"0";"1";"BIO"
"1_5095";"101";"0";"0";"1";"0";"BIO"
"1_5198";"101";"0";"0";"0";"1";"BIO"
"1_525";"101";"0";"0";"1";"0";"BIO"
"1_528";"101";"0";"0";"1";"0";"BIO"
"1_5287";"101";"0";"1";"0";"0";"BIO"
"1_5346";"101";"2";"0";"0";"0";"BIO"
"1_5396";"101";"0";"0";"0";"2";"BIO"
"1_5488";"101";"0";"0";"0";"1";"BIO"
"1_5650";"101";"0";"1";"1";"0";"BIO"
"1_5692";"101";"0";"0";"2";"0";"BIO"
"1_5734";"101";"0";"0";"5";"0";"BIO"
"1_5773";"101";"0";"1";"1";"0";"BIO"
"1_5802";"101";"0";"1";"1";"0";"BIO"
"1_5860";"101";"0";"0";"1";"0";"BIO"
"1_5862";"101";"0";"0";"0";"1";"BIO"
"1_5906";"101";"0";"0";"0";"2";"BIO"
"1_5947";"101";"0";"0";"2";"1";"BIO"
"1_5948";"101";"0";"0";"0";"1";"BIO"
"1_5950";"101";"0";"0";"0";"1";"BIO"
"1_5953";"101";"0";"0";"0";"1";"BIO"
"1_5971";"101";"0";"0";"0";"1";"BIO"
"1_5988";"101";"0";"0";"0";"1";"BIO"
"1_60";"101";"0";"0";"0";"2";"BIO"
"1_6024";"101";"0";"1";"0";"0";"BIO"
"1_6065";"101";"1";"0";"0";"0";"BIO"
"1_6091";"101";"0";"0";"0";"1";"BIO"
"1_6139";"101";"0";"0";"0";"2";"BIO"
"1_6141";"101";"0";"0";"0";"1";"BIO"
"1_6145";"101";"0";"0";"0";"1";"BIO"
"1_6149";"101";"0";"0";"0";"1";"BIO"
"1_6154";"101";"1";"0";"0";"0";"BIO"
"1_6160";"101";"0";"0";"0";"1";"BIO"
"1_6168";"101";"0";"0";"0";"1";"BIO"
"1_6171";"101";"0";"0";"0";"1";"BIO"
"1_6184";"101";"0";"0";"1";"0";"BIO"
"1_6277";"101";"0";"0";"0";"1";"BIO"
"1_63";"101";"0";"0";"2";"0";"BIO"
"1_633";"101";"0";"0";"0";"1";"BIO"
"1_757";"101";"3";"0";"5";"3";"BIO"
"1_78";"101";"1";"0";"0";"1";"BIO"
"1_840";"101";"0";"0";"0";"2";"BIO"
"1_85";"101";"0";"0";"0";"1";"BIO"
"1_898";"101";"0";"0";"0";"1";"BIO"
"1_981";"101";"0";"0";"0";"1";"BIO"
"1_3864";"100";"4";"1";"1";"1";"BIO"
"1_3094";"99";"0";"1";"0";"0";"BIO"
"1_4095";"99";"1";"1";"1";"0";"BIO"
"1_6200";"99";"0";"1";"2";"0";"BIO"
"1_1862";"97";"0";"2";"3";"4";"BIO"
"1_3248";"97";"0";"1";"0";"0";"BIO"
"1_3367";"97";"0";"1";"0";"0";"BIO"
"1_3841";"97";"2";"3";"1";"3";"BIO"
"1_4013";"97";"0";"6";"0";"2";"BIO"
"1_1497";"96";"1";"1";"1";"0";"BIO"
"1_1563";"96";"0";"1";"1";"3";"BIO"
"1_4428";"96";"1";"0";"0";"1";"BIO"
"1_6038";"96";"3";"0";"0";"1";"BIO"
"1_3800";"93";"0";"8";"4";"6";"BIO"
"1_4036";"93";"2";"1";"1";"1";"BIO"
"1_1126";"91";"0";"1";"0";"0";"BIO"
"1_468";"91";"1";"0";"0";"0";"BIO"
"1_601";"91";"0";"3";"0";"1";"BIO"
"1_641";"91";"1";"0";"0";"0";"BIO"
"1_91";"91";"2";"0";"0";"0";"BIO"
"1_4376";"90";"5";"0";"0";"1";"BIO"
"1_1032";"89";"1";"1";"0";"0";"BIO"
"1_3020";"88";"1";"1";"1";"0";"BIO"
"1_4202";"88";"1";"2";"0";"1";"BIO"
"1_5995";"87";"3";"1";"1";"0";"BIO"
"1_3043";"86";"1";"0";"0";"0";"BIO"
"1_5164";"86";"9";"9";"4";"4";"BIO"
"1_4497";"85";"0";"8";"1";"4";"BIO"
"1_1236";"83";"0";"4";"1";"0";"BIO"
"1_2952";"83";"0";"1";"0";"0";"BIO"
"1_753";"83";"0";"1";"0";"2";"BIO"
"1_1060";"81";"2";"0";"0";"2";"BIO"
"1_1421";"81";"1";"0";"0";"0";"BIO"
"1_1660";"81";"1";"0";"1";"5";"BIO"
"1_1739";"81";"5";"0";"3";"1";"BIO"
"1_210";"81";"1";"1";"0";"0";"BIO"
"1_2967";"81";"0";"2";"0";"0";"BIO"
"1_3893";"81";"0";"3";"0";"1";"BIO"
"1_742";"81";"1";"0";"0";"0";"BIO"
"1_929";"81";"2";"0";"0";"1";"BIO"
"1_5630";"80";"0";"11";"13";"12";"BIO"
"1_3001";"78";"4";"2";"3";"0";"BIO"
"1_5085";"77";"0";"6";"4";"6";"BIO"
"1_972";"77";"0";"4";"2";"4";"BIO"
"1_1113";"76";"0";"1";"0";"0";"BIO"
"1_1521";"76";"4";"0";"0";"1";"BIO"
"1_1656";"76";"3";"1";"0";"0";"BIO"
"1_322";"76";"1";"0";"0";"0";"BIO"
"1_359";"76";"0";"3";"1";"0";"BIO"
"1_508";"76";"2";"1";"1";"1";"BIO"
"1_5297";"76";"6";"0";"0";"0";"BIO"
"1_828";"76";"2";"0";"0";"0";"BIO"
"1_991";"76";"2";"1";"1";"2";"BIO"
"1_4510";"75";"3";"0";"0";"0";"BIO"
"1_4433";"73";"0";"4";"4";"10";"BIO"
"1_5275";"73";"0";"9";"0";"1";"BIO"
"1_5356";"73";"0";"1";"1";"0";"BIO"
"1_1535";"71";"1";"0";"0";"0";"BIO"
"1_1640";"71";"2";"0";"0";"0";"BIO"
"1_1911";"71";"2";"0";"0";"0";"BIO"
"1_3010";"71";"0";"1";"2";"0";"BIO"
"1_3232";"71";"0";"6";"0";"3";"BIO"
"1_434";"71";"0";"2";"0";"0";"BIO"
"1_5726";"71";"1";"0";"0";"0";"BIO"
"1_599";"71";"0";"1";"0";"1";"BIO"
"1_663";"71";"1";"0";"0";"0";"BIO"
"1_285";"69";"1";"0";"0";"1";"BIO"
"1_3029";"69";"3";"0";"0";"1";"BIO"
"1_4747";"69";"9";"2";"0";"2";"BIO"
"1_5343";"69";"0";"3";"1";"0";"BIO"
"1_5937";"69";"1";"0";"0";"1";"BIO"
"1_3922";"68";"0";"2";"6";"2";"BIO"
"1_4794";"68";"3";"2";"0";"3";"BIO"
"1_1489";"66";"0";"3";"1";"0";"BIO"
"1_1876";"66";"1";"0";"0";"0";"BIO"
"1_1898";"66";"1";"0";"0";"0";"BIO"
"1_3156";"66";"2";"0";"0";"0";"BIO"
"1_4506";"66";"1";"0";"0";"0";"BIO"
"1_4802";"66";"0";"1";"0";"1";"BIO"
"1_5580";"66";"1";"0";"0";"0";"BIO"
"1_6133";"66";"1";"0";"0";"0";"BIO"
"1_675";"66";"1";"0";"0";"0";"BIO"
"1_832";"66";"1";"0";"0";"0";"BIO"
"1_1913";"65";"1";"5";"7";"4";"BIO"
"1_246";"65";"0";"2";"1";"2";"BIO"
"1_6116";"65";"0";"19";"9";"7";"BIO"
"1_1055";"63";"0";"1";"1";"2";"BIO"
"1_194";"63";"0";"2";"4";"1";"BIO"
"1_3258";"63";"2";"4";"8";"4";"BIO"
"1_4929";"63";"2";"2";"0";"2";"BIO"
"1_342";"62";"0";"4";"3";"1";"BIO"
"1_1454";"61";"0";"1";"0";"1";"BIO"
"1_1709";"61";"2";"0";"0";"2";"BIO"
"1_3026";"61";"0";"4";"0";"3";"BIO"
"1_3063";"61";"0";"1";"0";"0";"BIO"
"1_3196";"61";"1";"0";"0";"0";"BIO"
"1_3459";"61";"0";"3";"0";"2";"BIO"
"1_4221";"61";"2";"1";"0";"1";"BIO"
"1_4732";"61";"4";"0";"0";"0";"BIO"
"1_5729";"61";"0";"6";"2";"6";"BIO"
"1_5951";"61";"1";"0";"0";"0";"BIO"
"1_4136";"60";"5";"0";"3";"4";"BIO"
"1_123";"59";"1";"0";"0";"0";"BIO"
"1_333";"59";"0";"1";"0";"0";"BIO"
"1_3711";"58";"0";"1";"0";"0";"BIO"
"1_455";"57";"2";"0";"0";"0";"BIO"
"1_1820";"56";"0";"4";"0";"6";"BIO"
"1_3068";"56";"1";"0";"0";"0";"BIO"
"1_4696";"56";"3";"0";"0";"0";"BIO"
"1_4717";"56";"1";"7";"5";"4";"BIO"
"1_4882";"56";"1";"0";"0";"0";"BIO"
"1_492";"56";"1";"0";"0";"0";"BIO"
"1_546";"56";"0";"1";"0";"0";"BIO"
"1_1915";"54";"3";"0";"0";"0";"BIO"
"1_3090";"53";"0";"4";"3";"0";"BIO"
"1_3230";"53";"2";"1";"0";"1";"BIO"
"1_861";"53";"0";"1";"3";"2";"BIO"
"1_5657";"52";"1";"0";"0";"0";"BIO"
"1_5893";"52";"1";"4";"2";"2";"BIO"
"1_1191";"51";"0";"1";"0";"0";"BIO"
"1_1345";"51";"1";"0";"0";"0";"BIO"
"1_1409";"51";"0";"2";"1";"2";"BIO"
"1_1836";"51";"1";"1";"0";"1";"BIO"
"1_200";"51";"1";"0";"0";"0";"BIO"
"1_201";"51";"1";"0";"0";"0";"BIO"
"1_3323";"51";"2";"0";"0";"0";"BIO"
